S.NO,Video Title,Video_link,Views,Uploaded,Channel Name,Channel Link
32,DARKSAYT vs ODIN KIM KUCHLI🤔🤔 | SUPER JANG🔥🔥 |Uzbek Tilida #marvel #dc #uzb #shorts,https://www.youtube.com/shorts/R_ZtZzqmY8g,714 views,16 hours ago,MARVEL vs DC,https://www.youtube.com/channel/UCYAbtHh_vTtyMfzlMp2C08A
33,Why Kratos CANNOT Defeat ODIN in God of War Ragnarok,https://www.youtube.com/watch?v=XuMyciZaFNg,1.2K views,14 hours ago,PythonSelkan,https://www.youtube.com/c/PythonSelkan
34,Thor Love And Thunder: Odin Enchantment Why 🤔 ? #shorts,https://www.youtube.com/shorts/yd8jgGz9pxc,1.1K views,1 hour ago,Movilm Explains,https://www.youtube.com/c/MovilmExplains
35,"Sinatraa is Actually the "" GOAT "" When he Plays SOVA and Odin",https://www.youtube.com/watch?v=lMBUwz_BM4o,256 views,12 hours ago,Tracker YG,https://www.youtube.com/channel/UCGt56lmW9iCoV4X7LV9Ie4g
36,El-Odin - Heavenly Chimes,https://www.youtube.com/watch?v=1naclkTuo6I,3 views,2 hours ago,devavishnu,https://www.youtube.com/user/devavishnu
37,"Best Dog Training in Chicago! 1 Year Old Shepadoodle, Odin!",https://www.youtube.com/watch?v=3ZZvMPv1sTc,4 views,11 hours ago,"Off Leash K9 Training, Chicago",https://www.youtube.com/channel/UCeLHMkbC-9LS9MYPNncWSZw
38,WHO WOULD DEFEAT ODIN ⚡#shorts,https://www.youtube.com/watch?v=9WW8fFVPfhM,2.1K views,9 hours ago,LOVE MARVEL,https://www.youtube.com/channel/UCX25jLC5geu7unocPH6iSDg
39,GRANNY VS EVIL NUN #granny #freefire #thor #evilnun #thorloveandthunder #mcu #odin #horrorstory,https://www.youtube.com/shorts/Y95R47pY9BU,3.5K views,8 hours ago,RAJ EDITZ,https://www.youtube.com/channel/UCtNqv2-z5wgOraUwYBw3v9A
40,Metroid Prime 3: Corruption | Wii | Odin Lite,https://www.youtube.com/watch?v=zt-NiF1T0ck,64 views,19 hours ago,The Retro Tester,https://www.youtube.com/c/TheRetroTester
41,Darkseid vs odin,https://www.youtube.com/shorts/zspAnOM3xCI,No views,41 minutes ago,DC SOLOS MARVEL,https://www.youtube.com/channel/UCvLsh2dpjL9J4klqcwV4BGA
42,Odin + Brim Stim = YEEEESSSSS | #shorts #valorant,https://www.youtube.com/shorts/V7TMCP03l14,234 views,1 hour ago,B0xJ3llyf1sh,https://www.youtube.com/channel/UClZvC7Z_i8G5TMq8hxjaflQ
43,Odin having fun with double rapid.,https://www.youtube.com/watch?v=j4MK8E8adtM,4 views,6 hours ago,Pacific Warships BD,https://www.youtube.com/channel/UCrYUtICgAYByurjruEDLYHQ
44,The Warriors Of Odin And The Ravens Moon,https://www.youtube.com/watch?v=UgIavo2GcnA,9 views,8 hours ago,Lessiah,https://www.youtube.com/channel/UC4mMt2GfXzv4XdUP_sgTXrw
45,Throwing in the Towel - Foundations - The Odin Project,https://www.youtube.com/watch?v=m8EsYKSqhSw,26 views,16 hours ago,Useful Programmer,https://www.youtube.com/c/UsefulProgrammer
46,ODIN का दर्द || RAGNAROK || ना जाने क्या होगा??,https://www.youtube.com/watch?v=Rg-d9DmgEx4,1 view,6 hours ago,Battle Wolf,https://www.youtube.com/c/BattleWolf
47,Is Odin Vs Kratos Epic Battle in God Of War Ragnarok #shorts,https://www.youtube.com/shorts/cLxeNESzS0o,8 views,6 hours ago,YTNIZAR,https://www.youtube.com/channel/UC5t9xKe6p0sdJjIwvv6tLkw
48,[CrazyJack]How to use ODIN in Valorant???,https://www.youtube.com/watch?v=nE6uH3L8U1A,No views,11 hours ago,CrazyJ Channel,https://www.youtube.com/user/CrazyJackFrike
49,Thor Odin Son Vs Superman Man of Steel.,https://www.youtube.com/shorts/pQRtf-v0W6I,2 views,2 hours ago,BH Ozzie,https://www.youtube.com/channel/UCTVaWG7zKXIbJ0zHzUdCr8Q
50,Who will win challenge 🔥 || Thanos Vs Odin || Invisible Thunder,https://www.youtube.com/shorts/VZgC_kz_-HQ,1.2M views,5 months ago,Invisible Thunder,https://www.youtube.com/channel/UCTahYRL4CvWe4AuGgjWYPAg
51,Thor Is Stronger Then Odin X Pasoori #shorts #marvel #thor #once_edits,https://www.youtube.com/shorts/Y4Dvyzv5xX0,8.2M views,1 month ago,Once Edits,https://www.youtube.com/c/OnceEdits
52,How Odin lost his eye? Norse Mythology - The Well of Knowledge - See U in History,https://www.youtube.com/watch?v=36S-5FoxTDQ,202K views,1 year ago,See U in History / Mythology,https://www.youtube.com/c/SeeUinHistoryMythology
53,Odin's Mythical Ravens - Huginn and Muninn (Norse Mythology Explained),https://www.youtube.com/watch?v=kRGLMZsb4KM,364K views,4 years ago,Mythology &amp; Fiction Explained,https://www.youtube.com/c/MythologyFictionExplained
54,"American Gods S1 EP8 ""I am ODIN!"" Clip",https://www.youtube.com/watch?v=MJ_vWRtpLJQ,1.9M views,5 years ago,Destiny Of the Endless,https://www.youtube.com/channel/UCP6_ePSQGvVKZnP9BZ0LN-Q
55,The God Óðinn (Odin),https://www.youtube.com/watch?v=b12NUpmcfw8,43K views,4 years ago,Jackson Crawford,https://www.youtube.com/c/JacksonCrawford
56,"God Of War Ragnarok - Full Story Trailer Breakdown! New Plot Details, Odin Reveal, And New Enemies!",https://www.youtube.com/watch?v=OvRcm46t-fE,116K views,6 days ago,History Behind The Warrior,https://www.youtube.com/c/Historybehindthewarrior
57,Hela Revives Her Army // Odin's Treasures Scene | Thor: Ragnarok [IMAX HD],https://www.youtube.com/watch?v=6ZHa2zV_Wuo,15M views,2 years ago,Screen Master,https://www.youtube.com/channel/UC2XFVlawVToInLFwh8xQntQ
58,Sounds of Odin - Vikings - Hipnotic Extended,https://www.youtube.com/watch?v=G001qjo38XA,4.6M views,5 years ago,Constantino Tiniacos,https://www.youtube.com/channel/UC39SHFL6PcQKkmb9DEOr3_w
59,God of War - The Story of the Vicious Allfather Odin // All Scenes,https://www.youtube.com/watch?v=rHhBNQPV09I,2.7M views,4 years ago,VGS - Video Game Sophistry,https://www.youtube.com/c/VideoGameSophistry
60,"THE NORSE GODS: ODIN || General information, what working with him is like and ideas for offerings",https://www.youtube.com/watch?v=YisBDI_aMYg,6.8K views,1 year ago,The Norse Witch,https://www.youtube.com/c/TheNorseWitch
61,Valve Needs To Take Notes - Ayn Odin,https://www.youtube.com/watch?v=yDVGjQu5h2E,782K views,4 months ago,ShortCircuit,https://www.youtube.com/c/ShortCircuit
62,THOR: RAGNAROK (2017) Movie Clip - Odin Departs | Marvel HD,https://www.youtube.com/watch?v=0tvGwytSiIU,3.6M views,4 years ago,JoBlo Superheroes,https://www.youtube.com/c/JoBloSuperheroes
63,God Of War Ragnarok - Did Odin DESTORY The Olympian Gods?! The Black Breath/Pandoras Box Theory!,https://www.youtube.com/watch?v=dqIdmTRH7IA,286K views,8 months ago,History Behind The Warrior,https://www.youtube.com/c/Historybehindthewarrior
64,Beyond Omega Level: Odin | Comics Explained,https://www.youtube.com/watch?v=ofebIEkp678,126K views,2 years ago,Comics Explained,https://www.youtube.com/c/comicsexplained
65,How MCU Killed Odin #shorts,https://www.youtube.com/shorts/9gw4NvVc5Qs,238K views,1 day ago,HypeVerse,https://www.youtube.com/c/HYPEVERSEofficial
67,Hela Killed Odin - Thor Ragnarok deleted scenes,https://www.youtube.com/watch?v=pW9nz3G5m2I,394K views,2 years ago,MovieClips &amp; Trailers,https://www.youtube.com/channel/UC1ljqDOhP-2lhYrAUIUqPBA
68,FAUN - Odin (feat. Einar Selvik / WARDRUNA & Martin Seeberg),https://www.youtube.com/watch?v=ch-fed2_swY,7M views,5 years ago,fauntube,https://www.youtube.com/channel/UCxWwz-uZkTNwEM_duLUrWkQ
69,Odín | Destripando la Historia,https://www.youtube.com/watch?v=GKnQGP67Xd0,27M views,2 years ago,Pascu y Rodri,https://www.youtube.com/channel/UCxIBZ-nQhgZES3UaTm8eDPA
71,Why Zeus & Odin HATE Each Other - Marvel Theory,https://www.youtube.com/watch?v=ngJSMJYWL7Q,133K views,2 months ago,The Marvelous Wave,https://www.youtube.com/channel/UCsNvSjDLEyP35oCnP55ifeg
72,GALACTUS vs Odin King | Battle of the Gods,https://www.youtube.com/watch?v=lv-dbnL7GNI,844K views,1 year ago,CloudVision Productions,https://www.youtube.com/c/CloudvisionPro
73,THOR VS ODIN | WHO WILL WIN | FATHER VS SON #thor #odin #mcu #viralvideo,https://www.youtube.com/shorts/cmoSbvABzAQ,1.2M views,6 months ago,lightning fist,https://www.youtube.com/c/lightningfist
74,How to Install Samsung Stock ROM/Flash Firmware With Odin - No Rooting | Complete Guide 100% Free,https://www.youtube.com/watch?v=xuV5-v91IUA,271K views,2 years ago,R3DLIN3S,https://www.youtube.com/c/R3DLIN3S
75,Odin Meditation (Shamanic Trance),https://www.youtube.com/watch?v=1VBh43HQjdw,513K views,1 year ago,Mimir's Well,https://www.youtube.com/c/MimirsWell
76,The All-New Odin Pro Is Finally Here! An Incredible Android Hand-Held Console!,https://www.youtube.com/watch?v=KVPAcf011GA,191K views,7 months ago,ETA PRIME,https://www.youtube.com/c/ETAPRIME
78,Who was Odin? Was Odin Wodan? What was the origin of Odins names?,https://www.youtube.com/watch?v=XPNjxb-7UQY,39K views,1 year ago,Crecganford,https://www.youtube.com/c/Crecganford
79,Odin Sentence Loki - Thor: The Dark World (2013) Movie CLIP HD,https://www.youtube.com/watch?v=uT4gDtEhJKc,1.2M views,1 year ago,TopMovieClips,https://www.youtube.com/channel/UClVbhSLxwws-KSsPKz135bw
80,Odin quitte Solary,https://www.youtube.com/watch?v=XqnvY-C6HoQ,29K views,2 weeks ago,Solary Replay,https://www.youtube.com/c/SolaryReplay
81,My Favorite Retro Gaming Handheld - Odin Pro Review,https://www.youtube.com/watch?v=-NaQR9eVDB8,298K views,7 months ago,Taki Udon,https://www.youtube.com/c/TakiUdon
82,AYN Odin Emulation & Tips (GameCube/Wii/PS2),https://www.youtube.com/watch?v=PliCqMdmUbM,109K views,7 months ago,Retro Game Corps,https://www.youtube.com/c/RetroGameCorps
83,ODIN MEDITATION 1 Hour | Awakening of the King Archetype |,https://www.youtube.com/watch?v=pV4kyRFa7qI,250K views,8 months ago,Envil Music,https://www.youtube.com/channel/UC2QzEOjwyUhNyTKZKcSUr6w
84,Eternity of Pain 3: Bargaining - Week 3 - Odin Vs Peni Parker #Large #Defensiveutility MCoC,https://www.youtube.com/watch?v=XMqj-AfCgOY,14K views,7 days ago,MCOC NOOB,https://www.youtube.com/c/MCOCNOOB
85,Odin - 12 O'Clock High,https://www.youtube.com/watch?v=FMFcb_ZJITg,47K views,13 years ago,almostsaved,https://www.youtube.com/user/almostsaved
86,AYN Odin Starter Guide,https://www.youtube.com/watch?v=sTElJSb23uk,68K views,3 months ago,Retro Game Corps,https://www.youtube.com/c/RetroGameCorps
87,Avengers vs Odin in Hindi || Will Odin Beat Them All ? || SUPERHERO STUD10S,https://www.youtube.com/watch?v=tVmjoH1v6Qs,66K views,1 month ago,SUPERHERO STUD10S,https://www.youtube.com/c/SUPERHEROSTUD10S
88,Thor is stronger than Odin scene - THOR RAGNAROK,https://www.youtube.com/watch?v=T9X3YhUWsDc,620K views,3 years ago,Wave,https://www.youtube.com/channel/UCGzmW3gIz8pm23EZ6F9kcyw
90,Thanos saves #Vision #Odin #AncientOne #BlackWidow,https://www.youtube.com/watch?v=37Vh8MD5RIQ,13M views,4 months ago,Snapcat,https://www.youtube.com/channel/UCwnxdXZrfVQneb6kEg0YpyA
91,KING ODIN vs THE CELESTIALS vs Thanos | FINAL EPIC BATTLE,https://www.youtube.com/watch?v=ixtvXEdzUds,1.3M views,4 months ago,CloudVision Productions,https://www.youtube.com/c/CloudvisionPro
93,Odin Entry In Endgame 😈 Best Odin Entry ever 💢 Full Screen Whatsapp Status 🔥Avengers status #shorts,https://www.youtube.com/watch?v=Rvr-M8fe17o,5.5M views,6 months ago,Charlotte Eloise,https://www.youtube.com/channel/UCfVk9k5zbtgG_Zmzu5ucz2g
94,Sova lineups + Reaver 2.0 Odin 😈,https://www.youtube.com/watch?v=fk80qmHn2I8,251K views,1 month ago,AverageJonas,https://www.youtube.com/c/AverageJonas
95,"Odin Worship: A Path of Madness, Understanding, and Magic",https://www.youtube.com/watch?v=yXKo_bdw-ok,35K views,2 years ago,The Wisdom Of Odin,https://www.youtube.com/c/TheWisdomOfOdin
96,BATTLE BEAST - Bastard Son Of Odin (OFFICIAL AUDIO),https://www.youtube.com/watch?v=HjOWS4vJykI,888K views,5 years ago,Battle Beast,https://www.youtube.com/channel/UCP-WfBfH4Tl3qpk-kua7fGg
97,Odin Saves Thor Transition Edit Status #Shorts,https://www.youtube.com/shorts/mD-sEBRrugE,10M views,7 months ago,Skydoo,https://www.youtube.com/c/Skydoo
98,Why I ALWAYS recommend freeCodeCamp and The Odin Project,https://www.youtube.com/watch?v=YX17u97k1TU,51K views,3 months ago,Dorian Develops,https://www.youtube.com/c/DorianDevelops
99,Darkseid Vs Galactus Vs Odin Vs Thanos / Who will win ? ( HINDI ),https://www.youtube.com/watch?v=PFdz5cN_k0w,151K views,6 months ago,KOMICIAN,https://www.youtube.com/c/Komician
100,Odin To Immortal | Episode 1: Odin Go BRRRRR | VALORANT,https://www.youtube.com/watch?v=RdH8xybTuTY,30K views,1 year ago,Iridium,https://www.youtube.com/c/IridiumTV
101,Odin Returns To Asgard,https://www.youtube.com/watch?v=Ek24x3u1baI,320K views,1 year ago,Variant Comics,https://www.youtube.com/variant
102,Danheim - Temple of Odin,https://www.youtube.com/watch?v=7wwKuFESols,806K views,5 years ago,Danheim,https://www.youtube.com/channel/UCLTQVYwu-M-MnfOJDKlFnOQ
103,HOW TO CONNECT WITH ODIN - S01E16,https://www.youtube.com/watch?v=Kqqfoz7mha4,53K views,3 years ago,Freyia Norling,https://www.youtube.com/c/FreyiaNorling
104,[4K] [GLRP] Mara mit El Pferderiemo | Edited by Odin 🔪,https://www.youtube.com/watch?v=CZBO2z01up0,6.7K views,5 months ago,OdinMc,https://www.youtube.com/channel/UChy1hWmGxh4A6LRSHQFTjLg
105,Odin - Odin (1972) [Full Album] UK Viking Progressive Rock,https://www.youtube.com/watch?v=U1g2b2H68cM,87K views,6 years ago,Veterans Of The Psych Wars 🔮,https://www.youtube.com/c/FrankCappapsychmarine
106,Assassin's Creed Valhalla - ODIN Boss Fight (Assassin's Creed 2020) 4K HD,https://www.youtube.com/watch?v=LgBJvoW51K0,1.2M views,1 year ago,Zanar Aesthetics,https://www.youtube.com/c/ZanarAesthetics
107,DragonForce Reaction: Odín | Destripando La Historia Reacción - Herman Li,https://www.youtube.com/watch?v=LsNo5rzku3A,920K views,1 year ago,DragonForce,https://www.youtube.com/channel/UCIUA7-MNA9NyrpimQo7Dw8g
108,Odin gives Thor his powers back |New powerful 60 FPS WhatsApp status @Super-X Shorts #shorts #Marvel,https://www.youtube.com/shorts/yMR5g0kFoNg,561K views,8 months ago,Super-X Shorts,https://www.youtube.com/c/SuperXShortsbyAmangiLL
109,Is Zeus More Powerful Than Odin | Power Scaling Zeus Love & Thunder,https://www.youtube.com/watch?v=p17Rs6l8Mpw,883K views,3 months ago,The Marvelous Wave,https://www.youtube.com/channel/UCsNvSjDLEyP35oCnP55ifeg
110,This Is Why Marvel's Odin Is Actually A Villain (MCU Theory),https://www.youtube.com/watch?v=8ccCfSzTQDs,717K views,3 years ago,CBR,https://www.youtube.com/user/comicbookresources
111,Who is Woden / Odin / Wotanaz?,https://www.youtube.com/watch?v=3C9yvEOT45I,226K views,5 years ago,Survive the Jive,https://www.youtube.com/c/Survivethejive
112,Insane Odin Powers Stealth Gameplay - Assassin's Creed Valhalla Dawn of Ragnarok Vol.1,https://www.youtube.com/watch?v=nxpIKvo4yYU,1.7M views,6 months ago,Gamer4Sight,https://www.youtube.com/c/Gamer4Sight
113,Odin Lite Review: Worth the Wait?,https://www.youtube.com/watch?v=eVsdqrugUlg,68K views,3 weeks ago,Retro Game Corps,https://www.youtube.com/c/RetroGameCorps
114,"Thor (2011) ""Odin & Frigga"" Deleted, Cutted & Alternative Scenes",https://www.youtube.com/watch?v=z5sTE8d5Vuo,266K views,8 years ago,FilmIsNow Movie Bloopers &amp; Extras,https://www.youtube.com/c/FilmisnowBloopersandMakingOf
115,MANEGARM - Odin Owns Ye All (Official Video) | Napalm Records,https://www.youtube.com/watch?v=Bqfk7oBMsW4,4.8M views,6 years ago,Napalm Records,https://www.youtube.com/c/napalmrecords
116,Odin Makes: Mighty Thor's Mjolnir that lights up!,https://www.youtube.com/watch?v=vx7h_ISPDxI,36K views,1 month ago,Odin Makes,https://www.youtube.com/c/OdinMakes
117,The new KING of Emulation [AYN Odin],https://www.youtube.com/watch?v=qOE76NBOTCw,342K views,7 months ago,WULFF DEN,https://www.youtube.com/c/WulffDen
118,WARKINGS ft. The Queen of the Damned - Odin's Sons (Official Video) | Napalm Records,https://www.youtube.com/watch?v=-mCjXcp3x90,1.6M views,2 years ago,Napalm Records,https://www.youtube.com/c/napalmrecords
119,"Yes, the AYN Odin is THAT good. (In-Depth Review)",https://www.youtube.com/watch?v=TK9-5fdpicg,313K views,7 months ago,Retro Game Corps,https://www.youtube.com/c/RetroGameCorps
120,Odin entry in endgame || Avengers status || Avengers Vs Thanos ||,https://www.youtube.com/watch?v=eju9yV3wJtg,29K views,5 months ago,Vnax,https://www.youtube.com/c/VnaxMovie
121,Odin Programming Language: An Introduction - 2020-11-26,https://www.youtube.com/watch?v=rCqFdYUnC24,16K views,1 year ago,gingerBill,https://www.youtube.com/c/GingerGames
122,Manowar - Odin - HD,https://www.youtube.com/watch?v=iuZ08XylFFg,1.5M views,5 years ago,José Eduardo,https://www.youtube.com/channel/UC1yI6B_qWBpia_YL4J7bl3A
123,Is ODIN Underrated? Not Just A Synergy Champ!!!,https://www.youtube.com/watch?v=z-lYGt04JBs,23K views,11 months ago,Karatemike415,https://www.youtube.com/c/Karatemike415
124,Grimfrost Presents: ODIN by Folket Bortafor Nordavinden,https://www.youtube.com/watch?v=ZL4qXxjrnTM,66K views,1 year ago,Grimfrost,https://www.youtube.com/c/Grimfrost
125,Odin's meditation,https://www.youtube.com/watch?v=RFoUKoWzDVs,62K views,5 years ago,21st Century Viking,https://www.youtube.com/c/21stCenturyViking
126,Out-of-Body Experiences & Dreams with Odin,https://www.youtube.com/watch?v=Wa1__-fGojs,44K views,3 years ago,Sakro Sawel,https://www.youtube.com/c/SakroSawel
127,The Mysterious Origins of Odin's Havamal,https://www.youtube.com/watch?v=zVdNr9vlb-0,130K views,1 year ago,Ocean Keltoi,https://www.youtube.com/c/OceanKeltoi
128,Thor’s Coronation Scene - Thor (2011) Movie CLIP HD,https://www.youtube.com/watch?v=tfEB_eEeZeo,11M views,4 years ago,TopMovieClips,https://www.youtube.com/channel/UClVbhSLxwws-KSsPKz135bw
129,Jai vs Odin systems programming languages (Non-spicy takes!),https://www.youtube.com/watch?v=M763xHjsPk4,27K views,2 months ago,Context Free,https://www.youtube.com/c/ContextFree
130,God of War Ragnarök - State of Play Sep 2022 Story Trailer | PS5 & PS4 Games,https://www.youtube.com/watch?v=hfJ4Km46A-0,5M views,8 days ago,PlayStation,https://www.youtube.com/c/PlayStation
131,"Hulk vs Endgame Thor,Hela vs Odin, Captain America vs Winter soilder (SUNDAY WITH SUPERBATTLE) EP 16",https://www.youtube.com/watch?v=9Yyxi2CfDG0,1.5M views,1 year ago,SUPER BATTLE,https://www.youtube.com/channel/UCZAbLMoR5jr8xjDX3swdtcg
132,WHAT WAS ODIN THE GOD OF #marvel #shorts,https://www.youtube.com/shorts/QgGRH1sTU30,62K views,8 days ago,CIBYS,https://www.youtube.com/channel/UCoAhOQu6qRBzijCT91fzfIA
133,The Seat of Odin - The Transgender God of Seidr,https://www.youtube.com/watch?v=8n9LcaA3QVA,12K views,4 weeks ago,Arith Härger,https://www.youtube.com/c/ArithH%C3%A4rger
134,ODIN falando com KRATOS - GOD OF WAR RAGNAROK Trailer #shorts,https://www.youtube.com/shorts/dwj5CYszVzo,13K views,7 days ago,Samurai do Sul,https://www.youtube.com/channel/UCEFgDDiU_s7u3pFjbO-_KHw
135,Thor - Loki & Odin - Loki finds out he's adopted (Full HD),https://www.youtube.com/watch?v=kNDEEYPx54c,781K views,8 years ago,TheZuzak,https://www.youtube.com/user/TheZuzak
136,Thanos VS Odin who will win explained in malayalam,https://www.youtube.com/watch?v=5eX_5RFBiTA,74K views,2 years ago,Widget Master,https://www.youtube.com/c/WidgetMasterMalayalam
137,ODIN vs ZEUS: Who is MORE POWERFUL?! | BQ,https://www.youtube.com/watch?v=xwsONrWfJIE,73K views,2 months ago,New Rockstars,https://www.youtube.com/c/NewRockstars
138,God of War 4 Mimir Tells Kratos What Odin did to Him,https://www.youtube.com/watch?v=LiSm4G01IEY,5.4M views,4 years ago,lzuniy,https://www.youtube.com/c/Izuniy
139,*New* REAVER 2.0 ODIN is CRINGE,https://www.youtube.com/watch?v=aeIACVfOwWI,204K views,1 month ago,Quarkwy,https://www.youtube.com/c/Quarkwy
